score	review
1	I received these batteries today and looked at the date after reading another review and the batteries are 4 years out of date. Please don't buy these.
1	There were 2 batteries missing from the pack. Just annoying enough to write a bad review. Not annoying enough to do anything else about it...
1	These batteries are actually falling apart before we use them. They are junk
1	Batteries seem to have very short life.........
1	Multiple batteries leaked, ruining one toy and causing messes in other items. Poor quality.
1	I have had mine for about 6 months, now 2 won't last mare than a week in my TV remote. Pretty annoying!
1	These last about 5 hrs in a roku remote using the headphones. Really disappointed in how long they last.
1	Both packs were useless. Confirmed low charge with multimeter.
1	These run outmuch quicker than the Rayovac Ultra and cost the same...
1	Given its price, probably makes sense but doesn't last very long even with lower power usage or lesser used devices. I'd spend few dollars more and buy Duracell pack from Costco.
1	Second purchase of an amazon battery product and just as disappointing as the first. Batteries don't last very long and they quickly leak battery acid. Installed for less than 1 year and already leaking in two separate devices stored in different conditions. Will never buy amazon batteries again. Definitely not worth the few dollars saved.
1	Asian products are infamous for their low quality, failure, and or harmful nature. These batteries produced in Indonesia live up to that reality. Out of ten batteries I finally found four that had enough juice to power the piece of equipment I purchased them for. Had I know they were made in Asia I would never have purchased them to begin with.
1	short battery life
1	Lasted for barely any time at all. I have no idea why some batteries last longer than others but I can attest that these were stored in the exact same condition in our home as another brand of battery and the Amazon ones lasted for far less than half the life of the namebrands. I'm always willing to give Amazon products a try, but these batteries left a lot to be desired.
1	Batteries last about a week in a wall clock- name brands last six months. Don't waste your money.
1	We have been extremely disappointed in these batteries. Put them in our game camera and they were dead after two weeks. Should have lasted two or three months. Same thing with everything we have used these batteries for. Don't waste your money, Buy Duracell instead.
1	I bought these several months ago. I use them for Xbox One controllers. Using Duracell batteries I get roughly 20+ hours out of 2 AA.With these Amazon ones, after about 6-7 hours I start getting low battery notices, and unlike the Duracell that I get a few warnings with, I only get one shortly before losing all power. Stick with the name brands, I tried these generic ones and regret it.
1	Shortest battery life I have ever experienced, using a Microsoft BlueTooth mouse that I have had for years, and have never experienced a shorter time between changing batteries than with these Amazon batteries! Duracell even Energizer or Maxell are far superior given my long decades of experience. Bah Humbug to Amazon on this one.
1	I don't know if I got a bad batch, but I'm getting less than two week's of use when I use them in my Baldwin Keyless Deadbolt (https://www.amazon.com/Baldwin-8252-AC1-Cylinder-Electronic-Deadbolt/dp/B00441UCY0/) which takes 4 AA batteries. The Duracell Alkaline usually last 2-3 months, so I'm pretty appalled at how short these. I'm in San Francisco and it doesn't get that cold so I don't think that's the problem.I've tested the batteries with my tester (https://www.amazon.com/dp/B005G7SBY4) and it indicates they are good and in the green, yet won't drive the deadbolt.When I took the weakened batteries out of the deadbolt (that still show green) and put them in my headlamp (https://www.amazon.com/Fenix-HL23-Headlamp-XP-G2-FENIX-HL23-XP-G2-GOLD/dp/B00SH08UXY/), they only give about 20 minutes before they completely die.
1	So, I now have an angry 2 year old. A broken new toy. And batteries that I cannot trust. I put new batteries in the toy and it stopped working a couple days later. I opened it up to find some batteries leaked also ruining the toy.Edit: Amazon has made since replaced the batteries for me.
1	Update 4/30/16:I've been trying to use up the last of the batteries and two more have been found leaking acid since the previous review. I didn't want to just throw them out but at this point is isn't worth the mess and damage to devices.Original Review:Bought two packs of these on subscribe and save in the last couple months. We play laser tag and the guns require 6 batteries each so I thought this would be a good source of cheap batteries for our 8 guns. I put these in about a week ago after having the batteries sitting on a shelf for a couple months. We played a game and then put the guns up. The next time we played ( about 3 days later) I noticed an oily liquid running out of one of the guns. The battery was leaking acid and it had run out of the battery compartment and was all over the outside.I get that it happens to other batteries as well, but that's usually after sitting in a device for months, not a few days. I would not trust these in anything expensive...and take them out immediately after use. I won't buy again. Sorry, no pics...I was busy cleaning up the mess.
1	These batteries are HORRIBLE. I purchased the 36 pack of AAA's a few months ago, and just started using them last week. So far out of 5 batteries used 2 were DOA, 2 lasted 4 days and 1 got so hot the plastic around the end is burnt.
1	Worst batteries I've ever bought. Last about two weeks in a remote control.
1	We bought these batteries to use in a medical Holter Monitor. Typically we put batteries in for 24 or 48 hour monitors. After one use, we need to replace the batteries. These batteries did not even last the 24 hours. Patients wasted their time and the testing was wasted. It was embarrassing to make the patient reschedule their test due to our equipment failure. These cost our business money. Will never buy again.
1	Most of these batteries either do not have any life left to them or they are die out after one use. terrible product.
1	Are not strong enough to work the remote to my smart tv. Not sure what I will use these for since they only last about two weeks in my other tv remote.
1	Can't believe Amazon's name is on these pieces of dung. Very short life. I've migrated to Eneloop rechargeables for AAA as well as AA now big savers, as I have a lot of doodads.
1	I opened the package today and put in my son car toy, didn't work at all, I took them out and put back in again, didn't work, so I got the other brand battery and put them in, the car run just fine. I'm going to return this and will not buy amazon battery again.
1	These DO NOT WORK. I have tried them in 2-3 different clocks, and they are not working at all. When replaced with other batteries, the clocks started to work fine again.You get what you pay for...
1	Do not use these in any techy gadget, including remote controls, keyboards, and especially cameras!
1	These batteries are awful!! I usually use duracell AA in my small Christmas light strings and they last me 2.5-3 weeks with being constantly on. These have lasted about 4 days with the same use. I read other reviews which stated they were the same but it wasn't until I put them in my normal light strings that I saw the difference. Will NOT order again.
1	These batteries don't work well! My bluetooth mouse wouldn't stay on any more, even when I put fresh Amazon batteries in them. So I bought a new mouse and it wouldn't work with the new batteries. Then I used Duracell and the mouse was fine!Same thing happened with my Roku remote.
1	These r the worst batteries ever! Amazon should stop selling!!! They last a couple of weeks on a clock! Everyone I've used! I should send back..
1	Very little capacity. They last only about 25 as long when compared with other main stream batteries
1	They don't seem to work except in very low energy items. Can't get them to work in my remotes or in a motion sensor light, but it works on a smaller switch activated night light. :-( oh well
1	These batteries die almost as fast as Harbor Freight free batteries. I expected top quality and got bottom quality.
1	They last a very short time once in use. Put fresh ones in a soap dispenser and they lasted 8 days. Other brand lasted 2 months
1	Burnt up a copper string light I have been using for a years. Short life on other electronics compared to Duracell. Left in a wii controller for 2 months and leaked all over.
1	Hardly last as long as a stick match. Total waste of money.
1	DO not buy this product I've received this product to replace batteries in remote-control candles all three candles did not work I was ready to discard the candles when I decided to try different batteries. As soon as I put the different batteries from another company the candles worked fine. Tried to find a place to write to the seller but couldn't so apparently I'm just stuck for the price of the batteries which are useless!!!!!
1	Not sure why they won't recharge correctly. Second time this happened with Amazon. Going back to a brand name.
1	When I opened the package there were only 17 batteries, not the 20 that I ordered and paid dor.
1	I often buy Amazon Basic products, and until I tried their batteries I've never had a complaint. But these batteries drain faster than any but the absolute cheapest I've ever used. So no bargain there. You get what you pay for with this, unlike most other Amazon branded items.
1	Very Poor battery life... Did not even last 30 minutes in my device where I've had top notch Energizer batteries that lasted weeks if not months!!!These just do not compare to top of the line batteries. Maybe good for a TV remote, but that's about it.
1	Don't last long at all. I've had better luck with cheaper batteries than I've had with these. Duracell batteries in the same equipment with same usage lasted 4 times longer than these Amazon AA Batteries did.
1	These batteries lasted barely 2 weeks in a low drain device. They actually performed worse than dollar store batteries! I can't believe there are so many positive reviews... maybe I got a bad batch. Luckily Amazon is really good about giving refunds, so this is more a warning about not wasting your time on these.
1	I used the batteries in my flameless candles 3x for about8 hours. Total bummer! They all died. Won't purchase again!Amazon should reconsider selling these turkeys Wow. Was IDisappointed. How about a replacement for these fake batterieswith real ones!
1	Awful. Have almost gone through a whole box to find a battery or two that actually work.
1	I had to go through half of the box to find four batteries that work. Pay a little more for quality batteries that work.
1	Very mixed bag of opinions about these batteries. My experience as that they are terrible. Amazon should never have put their name on such a poor product.
1	did order or get
1	I ordered a box of these AAA. When I received them none of the batteries worked in my flameless candles. I complained and Amazon sent me another box. None of those worked either So I bought some Duracell and they worked fine. I don't understand.
1	I tried recharging them right out of the box and it says they are bad! I'll by my rechargeables elsewhere
1	WORST BATTERIES EVER TRIED. VERY POOR battery life compared to major name brand alkaline
1	Worst batteries ever. After m Duracell's in my wireless alarm keypad died after over a year I thought I would try these Amazon batteries. These batteries DO NOT last a week before they die and I have to replace them. Spend the extra money and buy the Duracell's they will same you money in the long run.
1	Worst batteries ever. I use them in my remote and have to switch them every couple of weeks. Do not buy
1	These are cheap batteries. To make matters worse, Amazon sends old DEAD batteries mixed in with newer ones and ship them off to you. At least half of our last (and final) package had dead batteries and worked for maybe a day. Amazon wouldn't return our money for them. WASTE OF TIME.
1	Worst batteries I ever bought. Less than one hour after installing in remote, popup on tv said remote battery low. Left them in and got about four hours more use before it wouldn't turn on the receiver. The AA's I bought seem to be fine. Not sure why the AAA's didn't last. Put 4 new ones in the remote ... we'll see how these do. The second set of four were no better than the first. Low battery warning after a few hours use (surfing dish tv program guide). All showed just over 1.5 volts before installation. Checked again when first low battery warning came up. Down to .8 volts. Guess I got an old, bad batch. Nothing but Duracell from here on out. Would not recommend these batteries !
1	These batteries are the worst batteries I've ever purchased. I am in disbelief how quickly they died! I put them in 2 very small 4 tall portable night lights for my kids and both night lights became very dim overnight. The batteries had to be replaced after 2 nights for the night lights to even serve the purpose. I've since put these batteries in other things around the house and I am not impressed at all. I'll stick to buying batteries at Costco in the future.
1	Worst batteries ever. They have a short life in every item I used them in. One example (but similar with all devices): I have a battery operated clock that needs the batteries changed every 3 years. I need to change these every three months. Will never purchase these again.
1	horrible --- they barely last a week in my tv remote control
1	We are unable to connect WIFI on this product. We have tried to follow the instructions to no avail. It is a useless and expensive item sitting on our table.
1	Since I purchased returned couple of times now is dead I have to return it again. My first problem didn't paired.
1	This review can not be valid due to the device did not work for me. I would put it down. Just upgraded to the ECHO instead of the tap.
1	We were so excited to get the tap since it was a larger speaker than the dot and unlike the echo has a battery charger with it to make it portable. We already have an echo which works perfectly in our home. When listening to online radio on the tap it cut in and out constantly. We returned it and exchanged gor the dot.
1	hard to use, and does not support Guam. online instructions not clear
1	It's very tin sounding no bass sounds terrible bought a bose sound link and a amazon dot to hook up to it
1	the speaker voice quality is terrible compare the similar size my logitech UE BOOM.the price is too high, even I got on promotion with $79
1	I spent more time trying get it functioning than I did actually keeping this product. After a couple of days and never getting it to understand or follow my commands I returned it to BB. Also it kept trying to sell me products which I really didn?Ž“t appreciate.
1	Could not get it to work properly. I put the app on my phone and my computer. I reached out for help. They responded and it still didn't work. I finally got frustrated and returned it.
1	Is Amazon kidding me They want me to pay 19.99 for an item that is a critical part of the functioning of their product Outrageous. I will find another 5V charger.
1	I bought this thinking that I needed it but I didnt so it was a waste of money. I do so hate to waste money. the Kindle can hook to a regular cell phone charger and it comes with a cable that connects to the computer. For some reason I thought I just had to have this too when I bought my Kindle.
1	One star because this should've been included when I purchased my Kindles. Bought this second one because I have three paper whites and got tired of playing musical charge chairs. And if Amazon would concentrate on the loyal e-book readers rather than the useless fires and increase memory more than the little bit they did on the latest kindle (I own one) I would be a happy camper. We need the option of adding memory (Amazon invent a chip that only you sell and the only one a kindle can use and I'll purchase). Just give us that option. Fires don't work for just straight up reading (can't read in any kind of light because of the shiny screen). Having to purchase these power adapters separately ticks me off. I don't care about the cloud. I need books downloaded to my devices. We vacation often in our mountain house. Middle of nowhere (which I like). However, no wifi, no Internet access and no cell coverage so cloud is useless. I guess I read too much. Thousands of books. 5,000+ in my library at home before a stroke forced me to Kindle and now thousands more. Include adapters when purchasing devices and increase the storage capacity.
1	No reason. This product is described as 5W, 1 amp. The Kindle line is mainly 5V (4.8V, what's the difference) and around 1 amp, which is 5 Watts (5W). Why the mystery, guys Also, this deal is for US 110V market only I travel. I like that the previous simple FIRE charger was universal (i.e. 100V-240v). I like that the first Kindle charger was also universal. What are you people doing Or, is it that the copywriter in this case just doesn't understandFor those who don't understand the details of electricity, ANY device will tell you what it needs to feed. Voltage (V) is one thing to look at and your charger needs to say something within the range of 100 and 240 volts to meet your device need. As far as AMPS (A). If your device says it needs 1.8 A. It's perfectly fine to buy a charger that has a rating higher than that. Like 2 Amps. The device will only drink as much as it needs. A device that needs 1.8 A plugged into a 2 A charger just means the charger is taking a nap. Just avoid situations where your device needs more Amps than a charger can provide. It won't necessarily explode but it will extend charge times and is generally not recommended.
1	My Kindle Voyage is nearly 16 months old and worked perfectly. I kept receiving emails from Amazon about the software update. I switched off airplane mode, switched on wifi and shortly after the screen locked up. I have tried everything with customer support and they now tell me I will have to buy a new one. I am very annoyed. If I had left the software as it was my Kindle Voyage would still be working.
1	Very disappointed that my Kindle Voyage, purchased in April, failed after just two uses. Went to charge it tonight to take on a business trip and it won't charge, won't reset, etc. Since my Best Buy receipt says I only have 15 days to return it, tried calling Amazon support. Their only solution after over 30 minutes on the phone is to process a replacement which may be a new or may be a refurbished device-- unacceptable to replace a less than 2-month old device with a refurbished one... but, given the poor experience I've had with the Voyage, I'm not even comfortable with a 'new' replacement at this point. Amazon says they can't do anything about a refund because I purchased from Best Buy-- 15 days seems a little extreme in a situation like this with a defective product!Stuck with a $200 paperweight :-(
1	very good produ ct and service will defintely refer to a freind.
1	I am bring it back for an exchange. (a different make)
1	If ads dont bother you, then this may be a decent device. Purchased this for my kid and it was loaded down with so much spam, it kept loading it up making it slow and laggy. Plus the carrasoul loadout makes it hard to navigate for kids, not very kid friendly! Oh you can pay $15 to remove the ads but it wont remove them all. Buy the samsung, better everything!
1	The screen breaks way to easy it drop one time broke
1	Does not let me connect with my library. Very diapointed
1	I purchased 2 of these as Christmas gifts for our niece and nephew. We decided to unbox them and charge them up to be ready for Christmas day. After opening them, discovered they will not allow you to install any free apps or use them for much unless registered with an Amazon account and credit or gift card. I had absolutely no interest in giving a 4 and 7 year old access to one click shopping on my account so we returned these for android type kids tablets. There may be some way around this restriction, but I didn't find it.
1	I liked it at first except the browser is kind of clunky. Also you can. It use all android Apps. The worst thing though was mine just stopped working in the middle of watching a movie on a long plane flight. It was fully charged. I have tried recharging and turning on etc. it is just a blank screen and off. Kind of a cool paperweight. Hope I can get my money back. Or get a new one.
1	The reviews on this on Amazon seemed awesome. Little did I know that there is a chronic problem with the port on these tablets. We just bought this for Christmas and went to charge it for the first time. Nothing. We already loaded (and paid for) several apps, and now we're out that money. Also the charging cord that came with it appears it has been used before - there's some wear at the edge of it. So I went online to see if I could find this issue and there it is - everywhere. This is a problem that has been around for years, but Android - who is the ultimate culprit, has failed to fix it at the source. When you plug in the charger, there's no 'click' so you know it's in place. It just slides in and out. We've had Apple products for several years and never had an issue, then the first Droid product we purchase can't even be charged from the beginning. This will be going back to BestBuy - and will buy another iPad Mini - costs more, but is much much more reliable.
1	"I bought this to replace a 3-year old Kindle Fire 7"" HDX that I had just dropped on the floor. I sort of panicked, so after doing a couple of hours of research I picked this tablet. Just to be on the safe side I got 16 additional GB of memory. I installed a couple of games (none of them memory hogs) and a cookbook app, in addition to downloading a couple of books and dictionaries. I can honestly say this is the slowest tablet I've ever had. Just rotating the screen takes 7-10 seconds, and that's if there's only one app open. Opening a book or magazine can take half a minute, and God help you if you want to switch between a recipe and a magazine while you're cooking! Amazon is obviously more concerned about showing you constant special offers and apps than having satisfied customers. Since there are no other Fire tablets available for whatever reason (maybe they're being discontinued?) I'll be replacing it with either an iPad or a Galaxy tablet."
1	This thing lasted not even a month before it went dead. Going to try and take it back
1	It would not turn on or charge. We have to return it to Kindle.
1	I have never had so many issues with a kindle and I have purchased alot. It's slow. It shuts off whenever it wants, the sd card dosent read half the time. And when it does it seems to be downloading it. And it deleted apps off my other kids kindle or adds when I do ... very very stupid . It has cracked . And I have never dropped it . It isn't made well. I am going to return it and I will probably never buy another kindle . HORRIBLE
1	If adding more than one child to the account, the screen will not rotate properly for the second, third, or fourth child. Geek squad could not fix this problem, seems to be a manufacturer's issue. Also, there are too many adds. I returned this product.
1	I bought this on line as a gift. The unit does not stay on and I cannot get in touch with anyone to get the unit repaired
1	I didon't care for this tablet, downloading apps outside of Amazon was really confusing.
1	I bought this tablet for my 4 year old daughter. Too many advertisements. I would rather pay more and not have a single ad.
1	Would not take a charge, good thing i tried before wrapping it for Christmas.
1	not good, hate it , never buy it again, sucks. done
1	After buying this tablet for my grandchildren I was going through the initial setup procedure.That's where I was surprised to learn that after using this tablet for a year I would be charged fees to continue with the selected programs I used for a year.Time to take it back to the store. No hidden fees.
1	Nothing but problems after a month. Luckily I could take it back and get a credit for the kindle to put towards an ipad. It started off working fine then after a month it started losing internet connection randomly (while the old ipad had no problems). Then it stopped charging, never got past 1%. Tried different outlets, different android chargers. Nothing. Worthless
1	So slow returning mine for something different any suggestions
1	Bought this mostly as a backup.and to read a few books, since I have a larger cell phone and a back up. Used it occasionally may 40 or 50 hours of use till this week when I sent my laptop in for repairs. so I probably used it a tot this week. I was watching my 3rd Primetime video this week and it simply turned off. It will not turn on using any power trick such as safe mode. It is gone, It is toast. Bought it October 11, 2016 , It quit on February 9, 2015. My old Fire lasted 4 or 5 years with more use. it had stereo speakers, lasted a week on a charge not 2 or 3 days.Sturdier built. This is full of junk, I am not just offered more apps, it is constantly trying to add them. JUNK JUNK JUNK
1	Bought this mostly as a backup.and to read a few books, since I have a larger cell phone and a back up. Used it occasionally may 40 or 50 hours of use till this week when I sent my laptop in for repairs. so I probably used it a tot this week. I was watching my 3rd Primetime video this week and it simply turned off. It will not turn on using any power trick such as safe mode. It is gone, It is toast. Bought it October 11, 2016 , It quit on February 9, 2015. My old Fire lasted 4 or 5 years with more use. it had stereo speakers, lasted a week on a charge not 2 or 3 days.Sturdier built. This is full of junk, I am not just offered more apps, it is constantly trying to add them. JUNK JUNK JUNK
1	This is not a bad product. Amazon offers greats products but this tablet was missing features even for a basic tablet. The lack of google chrome compatibility made this tablet not right for me.
1	She uses it every day. She can't get enough of it.
1	horrible...just like the other 7 i have owned ONLY due to warranties
1	This is just a regular fire tablet that has protective case.
1	I baught 2 for my kids, and figured that with the cover the the one year of freetime which includes all the videos, apps and games then it makes sense. I baught this one as a gift for a kid overseas, and all the content is not playing, when I contacted amazon, they said it's not for overseas, although I asked in Best Buy before I buy it and they assured me it works everywhere. It's totally overpriced for a tablet that doesn't play anything! Best Buy should know and let customers know specially when u ask specifically!
1	Hard to connect to the internet. Extremely slow to load apps. Not many free apps like apple. The only thing I really like is the protection it offers.
1	The last 2 models of Kindle HDX 8 have been terrible. We have purchased 2 of each model of Kindle and up until the last 2 models, they have been great. Last years had to be replaced 7 or 8 times and for the same problem. The slot for the SD card is defective. I gave up and bought the newest model. It shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason. It's going back after the first of the year. This is going to be my last year for Kindles unless they make them the same quality as before. Phooey!
1	Cumbersome, complicated and not kid friendly..... went with Apple, suggesting you do too.
1	Not able to play youtube that's what my daughter likes.
1	Dont have option for password ask you before buying apps once you authorized as allow its done.Not as many free good apps Like apple have it
1	I had to return this product as it was not compatible with things such as Facebook and Itunes... which is what I needed it for. Great if you are into books and streaming movies!
1	I had to return this product as it was not compatible with things such as Facebook and Itunes... which is what I needed it for. Great if you are into books and streaming movies!
1	"I went with this tablet based on many good customer reviews, but my experience was not a good one. From the start I was on the phone every day for at least an hour with Amazon tech support for one issue or another. Most of the techs were very polite, but not all knew the product very well. At one point I asked one of them about trying to save some RAM and they kept referring me to the storage, which told me they didn't even know the difference between RAM and regular storage. The internet browser was basic and it ran very slow at times, even when all my other wifi devices ran great. Then a day would pass and I'd be trying to type an email and the keyboard would just stop working...wtf??? Come to find out it's a ""known issue"" and ""they're working on it"". After two weeks of one thing after another I got fed up and just returned it. I wanted it to work, and gave it a good run, but just not quality stuff. To me it was like Walmart trying to build their own computer when they're obviously not a computer manufacturer, neither is Amazon. If I were you I'd look at a regular Android tablet from a reputable PC manufacturer, which is exactly what I did next. I got an ASUS tablet for only a few dollars more, and it's unbelievable. 1000% better in comparison to the Amazon Fire HD8. Save yourself the aggravation and go with ASUS or some other company that is specifically in the computer business full time. Sorry Amazon, not this time!"
1	I cannot believe i bought this junk. It's always in freezing mode and i have to reboot it multiple times within a given hour. None of the apps work properly. I have tried to update the op. system, but that didnt help.
1	I brought this tablet during the Black Friday sale fast forward to Christmas when my 6 year opens it he was happy I set it up for him two days later it crashed never came back on. Blank screen. He was disappointed and so was I .
1	This product wouldn't turn on nor charge and then store couldn't locate another one for me.
1	I have only had this Amazon Fire Hd8 since December 6, 2016 and it has already quit charging.
1	Didn't want to go to the sites amazon wanted me to.
1	This product is not user friendly much less kid friendly. Took them back for samsungs.
1	did not power up...at all. I am so happy that my grand-niece wasn't here and doesn't know about this yet, she would have been crying.
1	It takes forever to download apps. I'm returning it will be getting something else.
1	I bought this because I have ebooks in college. Not only could I not get my ebook. I called the school IT department. They could not either. My semester was already started. The sales representative at the store told me this is what I needed. I ended up buying a tablet from my phone carrier and my ebooks were right there in less than 5 minutes with the schools IT department help.
1	I bought this because I have ebooks in college. Not only could I not get my ebook. I called the school IT department. They could not either. My semester was already started. The sales representative at the store told me this is what I needed. I ended up buying a tablet from my phone carrier and my ebooks were right there in less than 5 minutes with the schools IT department help.
1	i Bought this around black friday for $60 hoping it would be awesome... it failed so hard i tried multiple different micro SD cards none of which were recognized and YES i formated them with every format i could think of ... Fat32, NTFS, Fat, Xfat... i even tried to have the tablet do it... didnt work... to make matters worse half the apps i wanted to use werent in the app store and i came to find out that it isnt linked to the normal google play store this tablet has its own app store which is missing many common apps... the main reason i bought this was to play clash of clans and i cant because it wasnt on the app store... i tried to also use aftermarket play stores to play COC but it didnt work... launched and played 1 time but didnt work or update after that... needless to say i returned it and bought a $250 samsung galaxy tab A 10.1 (2016 version) with S-pen and its WAYYYYY better... bottom line you get what you pay for... also hint the s-pen version has an extra 1 GB of ram over the non pen version... so you should get that if you can afford the extra $50...
1	The touch and loading the content is very bad, it doesn't respond quickly and it very slow
1	This Kindle is so overloaded with apps that I will never use. Despite what one of Best Buys' associates said, you cannot remove any of the Amazon apps. The apps take up too much of the memory. I have an I Pad and love but bought this as a backup for work. Unfortunately, it bogs down. I also don't like that Amazon wants access to too much info to set up email, so I won't use this for emails either. I will likely sell it on Craig's List for less than half of what I paid for it.
1	I bought the kindle fire 8 for my husband and I to use. Neither one of us have been able to figure out how to use it. Every time we open it advertisements pop up. And we just try buttons to remove it. We cannot get it to rotate for our puzzles. Just too complicated to use and to navigate around. I will be returning it. We have an iPad and it's much easier.
1	Aside from the fact that the saleman told me that the tablet would be able to get all the same apps that an Android tablet would be able to get from the playstore, which was hilariously wrong, this product would never connect to the internet correctly. I had to reset the internet every single time on the table for my son to use it, starting from day one and up. My son loved having the electric device and I didn't take it back for those reasons, but now 60 days out, the thing doesn't even charge anymore and I'm having to take it back in. At least I bought the warrenty, because this is literally a huge waste of money. I'd rather have spent $500 on a different tablet than this garbage.
1	I purchase this tablet for my son and it was very disappointing on the 3 exchanges I had to do. First the charger was not working, second the free time was not connecting and third exchange it was freezing. So many good reviews for this tablet but it did not work for me.
1	Freeze frequently... No way to trouble shoot or repair it...
1	Slow response. Wait 5 sec to turn a page. Frustrating. Best Buy says too bad so sad for me.
1	7 year old boy broke it in less than 2 months even with the bumper guard on. Won't power up. When it WAS working, very limited on storage. Ran out of space in 1 hour, so the wifi wouldn't work. Had go in and explain to him he couldn't download more than a hand full of apps at a time. Doesn't matter now since it won't even turn on or charge.
1	Worked great but after awhile I wouldn't unlock. After I'd enter my pin, the screen would go black. I took it to geek squad (luckily I bought the protection plan!) and told me they don't fix them they just replace them. So I got another one but that one did the exact same thing. Ended up returning that one too.
1	This is not an upgrade by any means! My three year old kindle outperformed Oasis.Battery life better than a week with the lights on lowest setting Magnetic connector is poorly designed and grows weak Two pieces to keep up with
1	I found this devices battery very poor and also didn't like this device can't support screen share capabilities with my Amazon Fire TV or Smart TV's.
1	Too bad Amazon turned this tablet into a big advertising tool. Many apps dont work and the camera is not good.
1	I liked it at first except the browser is kind of clunky. Also you can. It use all android Apps. The worst thing though was mine just stopped working in the middle of watching a movie on a long plane flight. It was fully charged. I have tried recharging and turning on etc. it is just a blank screen and off. Kind of a cool paperweight. Hope I can get my money back. Or get a new one.
1	I bought a Kindle Fire 16GB for my 6 year old son in June. After 4 months the charging port came loose and the device will not charge. Best Buy is aware of the issue and will do nothing about it. Amazon will not warranty their product for more than 90 days and they said the charging ports often break if children are using them! They have no options to fix the device and only offer a small discount if I buy a new one. Amazon does not stand behind this product. They are aware of the defect and continue to sell these.
1	The protector was not made for the Fire 7 as it was to large and had no directions that were coherent. Worse purchase from Best Buy ever.
1	My first tablet was a Kindle. I was curious about the updated version. Very disappointed
1	I I thought the buy For my child bc the kids mode but it was very poor
1	I do not like this Tablet one bit. It has to be registered with Amazon for it to function and it failed every time. I finally had to resort to calling Amazon's customer service, also not an easy task, to get it registered. There seems to be glitch in the programming, because when it failed again, I had to follow the same steps all over again to get it registered. I would highly recommend skipping this tablet and getting one that is not tied to any one company's operations, programming, or software.
1	Too proprietary, the apps my daughter liked I could not install on it for her so basically it was worthless for me and I returned it.
1	Bought this mostly as a backup.and to read a few books, since I have a larger cell phone and a back up. Used it occasionally may 40 or 50 hours of use till this week when I sent my laptop in for repairs. so I probably used it a tot this week. I was watching my 3rd Primetime video this week and it simply turned off. It will not turn on using any power trick such as safe mode. It is gone, It is toast. Bought it October 11, 2016 , It quit on February 9, 2015. My old Fire lasted 4 or 5 years with more use. it had stereo speakers, lasted a week on a charge not 2 or 3 days.Sturdier built. This is full of junk, I am not just offered more apps, it is constantly trying to add them. JUNK JUNK JUNK
1	Very cheap and was not impressed at all never again
1	The last 2 models of Kindle HDX 8 have been terrible. We have purchased 2 of each model of Kindle and up until the last 2 models, they have been great. Last years had to be replaced 7 or 8 times and for the same problem. The slot for the SD card is defective. I gave up and bought the newest model. It shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason. It's going back after the first of the year. This is going to be my last year for Kindles unless they make them the same quality as before. Phooey!
1	This is not like other android tablets in a bad way.
1	Dont have option for password ask you before buying apps once you authorized as allow its done.Not as many free good apps Like apple have it
1	I had to return this product as it was not compatible with things such as Facebook and Itunes... which is what I needed it for. Great if you are into books and streaming movies!
1	We purchased this tablet for our 5 y ear old since all the other kid-friendly tablets were limited it what they had on them. Something should be changed regarding the port for the charger. The little area with the small bar in it keeps bending to the point, 5 months later it broke off and of course the warranty has ended. I am over tablets. If you can buy it on black Friday for 25.00 bucks or less, it should be that price all year long. So now he has no tablet because I am not sending it out to have someone else's sent back to me..re-furbished. I am very disappointed.
1	Purchased for my Father In Law - this was the most frustrating experience. Not user friendly - not friendly at all. Stick with a name brand tablet - Apple, Samsung, etc.. Avoid this device at all costs.
1	I brought this tablet during the Black Friday sale fast forward to Christmas when my 6 year opens it he was happy I set it up for him two days later it crashed never came back on. Blank screen. He was disappointed and so was I .
1	Difficult to purchase. No stock in 6 stores, no order online or ship to store available. When it did become available it did not work. Once it turned on, I couldn't get any further. I could not log onto wifi network, though other items in my household work. Also the product wouldnt move past setting up the clock. Tried 3 days, gave up and returned the item.
1	I bought 2 of the Amazon Fire tablets because the sales guy said that they were great and ran really fast. I have very fast internet and this thing just barely chugs along. If you play a game, it constantly stalls and freezes. The sound quality when I play music is terrible. I was planning on buying one for each of my 9 nieces and nephews if they ran well but now I know that wouldn't work for them because they are horrible.
1	Worst product ever. Constantly screwing up and filled with ads you have to pay to remove. Best Buy refused to help when I wanted to return it
1	I bought this because I have ebooks in college. Not only could I not get my ebook. I called the school IT department. They could not either. My semester was already started. The sales representative at the store told me this is what I needed. I ended up buying a tablet from my phone carrier and my ebooks were right there in less than 5 minutes with the schools IT department help.
1	Returned it. it was a poor reader and clearly would not last..
1	Gave it to my granddaughter and she loves it..I want to buy one for myself....
1	I don't recommend buying this. After 1 month of buying this, it won't charge or turn on.
1	I bought this product 4 months back. It is very slow, i can't open any app in 15 seconds. OS is different than others so we can't get normal apps easily. Only one thing i can say is slow slow slow performance. I don't know how to replace it. Need some help from best buy people.I don't know whether i got defective piece or this is the actual performance
1	This is not an upgrade by any means! My three year old kindle outperformed Oasis.Battery life better than a week with the lights on lowest setting Magnetic connector is poorly designed and grows weak Two pieces to keep up with
